ID_ND	Database	PubMLST_id	NCBI_assembly_accession	Species	Isolate Name	Aliases	Country	Continent	Region	Source	Year	Source_harmonized
ND_PM0996	PubMLST	3270	GCA_018884125.1	Cronobacter sakazakii	C105731	SRS6189206	Mexico	North America	NA	Food	2008	Food and Food Ingredients
ND_PM0997	PubMLST	3271	GCA_018884105.1	Cronobacter sakazakii	C79	SRS6189207	Mexico	North America	NA	Food	2006	Food and Food Ingredients
ND_PM0998	PubMLST	3272	GCA_018884085.1	Cronobacter sakazakii	C767	SRS6189204	Mexico	North America	Mexico City	Clinical	2006	Clinical and Medical Samples
ND_PM0999	PubMLST	3273	GCA_014644275.1	Other	Fd-DL503T	LMG 29914T	China	Asia	Maotai	Food ingredient	2017	Food and Food Ingredients
ND_PM1000	PubMLST	3274	GCA_019143095.1	Cronobacter sakazakii	FDA1147130-C001-003a	CFSAN113425; SRS9405997	USA	North America	CA	Goat milk formula	2021	Food and Food Ingredients
ND_PM1001	PubMLST	3275	NA	Cronobacter sakazakii	FDA1147130-C001-003b	CFSAN113426; SRS9405989	USA	North America	CA	Goat milk formula	2021	Food and Food Ingredients
ND_PM1002	PubMLST	3276	CP078106 - 09; GCA_001735615.2	Cronobacter sakazakii	MOD1-GK1025B	CFSAN043085; SRS3444826	Germany	Europe	NA	Environmental	Unknown	Environmental Samples
ND_PM1003	PubMLST	3277	GCA_002071765.2	Cronobacter sakazakii	MOD1-H322	CFSAN058289; SRS4134059	Switzerland	Europe	NA	Environmental	2011	Environmental Samples
ND_PM1004	PubMLST	3279	GCA_013425995.1	Cronobacter sakazakii	5563_17	NA	Poland	Europe	NA	Clinical	2018	Clinical and Medical Samples
ND_PM1005	PubMLST	3280	NA	Cronobacter dublinensis	cro1046A2-1	NA	China	Asia	NA	Food	2012	Food and Food Ingredients
ND_PM1006	PubMLST	3281	NA	Cronobacter dublinensis	cro964A1	NA	China	Asia	NA	Food	2012	Food and Food Ingredients
ND_PM1007	PubMLST	3282	NA	Cronobacter dublinensis	cro1046W	NA	China	Asia	NA	Food	2012	Food and Food Ingredients
ND_PM1008	PubMLST	3283	NA	Cronobacter dublinensis	cro965C1	NA	China	Asia	NA	Food	2012	Food and Food Ingredients
ND_PM1009	PubMLST	3284	NA	Cronobacter turicensis	cro2991W	NA	China	Asia	NA	Food	2015	Food and Food Ingredients
ND_PM1010	PubMLST	3285	NA	Cronobacter turicensis	cro3064B1	NA	China	Asia	NA	Food	2015	Food and Food Ingredients
ND_PM1011	PubMLST	3286	GCA_008932145.1	Cronobacter muytjensii	JZ38	NA	Saudi Arabia	Asia	NA	Environmental	2014	Environmental Samples
ND_PM1012	PubMLST	3392	NA	Cronobacter malonaticus	KMB-33	121206/29	Slovakia	Europe	NA	Food	2006	Food and Food Ingredients
ND_PM1013	PubMLST	3395	GCA_021045105.1	Cronobacter sakazakii	MEZCS99	NA	South Africa	Africa	NA	Animal	2018	Animal and Biological Sources
ND_PM1014	PubMLST	3407	NA	Other	Er-51260936	NA	Norway	Europe	NA	NA	Unknown	Unknown and Unclassified Sources
ND_PM1015	PubMLST	3408	NA	Cronobacter muytjensii	2115013	NA	China	Asia	Zhejiang Wenzhou	Spice	2021	Food and Food Ingredients
ND_PM1016	PubMLST	3409	NA	Cronobacter sakazakii	510197	NA	Chile	South America	NA	Powdered infant formula	2019	Food and Food Ingredients
ND_PM1017	PubMLST	3410	NA	Cronobacter sakazakii	510199	NA	Chile	South America	NA	Powdered infant formula	2019	Food and Food Ingredients
ND_PM1018	PubMLST	3411	NA	Cronobacter sakazakii	510290	NA	Chile	South America	NA	Powdered infant formula	2018	Food and Food Ingredients
ND_PM1019	PubMLST	3412	NA	Cronobacter sakazakii	510556	NA	Chile	South America	NA	Powdered infant formula	2019	Food and Food Ingredients
ND_PM1020	PubMLST	3413	NA	Cronobacter malonaticus	510557	NA	Chile	South America	NA	Powdered infant formula	2019	Food and Food Ingredients
ND_PM1021	PubMLST	3414	NA	Cronobacter turicensis	510399-20	NA	Austria	Europe	Lower Austria	Animal	2020	Animal and Biological Sources
ND_PM1022	PubMLST	3415	NA	Cronobacter turicensis	Cs-510625-20	510625-20	Austria	Europe	Lower Austria	Animal	2020	Animal and Biological Sources
ND_PM1023	PubMLST	3416	GCA_022362215.1	Cronobacter sakazakii	FDA1033053-S014-002	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1024	PubMLST	3417	GCA_022362135.1	Cronobacter sakazakii	FDA1033053-S014-001	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1025	PubMLST	3418	GCA_022375055.1	Cronobacter sakazakii	FDA1033053-S025-001	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1026	PubMLST	3419	GCA_022359575.1	Cronobacter sakazakii	FDA1033055-S055-002	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1027	PubMLST	3420	GCA_022358415.1	Cronobacter sakazakii	FDA1033053-S014-006	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1028	PubMLST	3421	GCA_022387635.1	Cronobacter sakazakii	FDA1182172-S002-001	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1029	PubMLST	3422	GCA_022387905.1	Cronobacter sakazakii	FDA1033053-S014-003	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1030	PubMLST	3423	GCA_022388345.1	Cronobacter sakazakii	FDA1033053-S021-006	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1031	PubMLST	3424	GCA_022387825.1	Cronobacter sakazakii	FDA1033053-S014-007	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1032	PubMLST	3425	GCA_022388265.1	Cronobacter sakazakii	FDA1033053-S014-004	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1033	PubMLST	3426	GCA_016078835.1	Cronobacter sakazakii	FDA1024695-210-001	NA	USA	North America	MI	Environmental	2017	Environmental Samples
ND_PM1034	PubMLST	3427	GCA_016079995.1	Cronobacter sakazakii	FDA1024695-189-001	NA	USA	North America	MI	Environmental	2017	Environmental Samples
ND_PM1035	PubMLST	3428	GCA_016076435.1	Cronobacter sakazakii	MOD1_701753	NA	USA	North America	MI	Environmental	2012	Environmental Samples
ND_PM1036	PubMLST	3429	GCA_021834335.1	Cronobacter sakazakii	3838-1	NA	USA	North America	AL	Food	2021	Food and Food Ingredients
ND_PM1037	PubMLST	3432	GCA_015929525.1	Cronobacter sakazakii	FDA1141403-S001-001	NA	USA	North America	MO	Infant formula	2020	Food and Food Ingredients
ND_PM1038	PubMLST	3433	GCA_022362795.1	Cronobacter sakazakii	OSF120295	NA	USA	North America	OR	Infant formula	2021	Food and Food Ingredients
ND_PM1039	PubMLST	3434	GCA_016620365.1	Cronobacter sakazakii	H05	NA	USA	North America	Washington	Food ingredient	2018	Food and Food Ingredients
ND_PM1040	PubMLST	3436	GCA_022387845.1	Cronobacter sakazakii	FDA1182172-S003-001	PDT001253869.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1041	PubMLST	3437	GCA_022387865.1	Cronobacter sakazakii	FDA1182172-S001-001	PDT001253870.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1042	PubMLST	3438	GCA_022388495.1	Cronobacter sakazakii	FDA1033053-S014-005	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1043	PubMLST	3439	GCA_022388285.1	Cronobacter sakazakii	FDA1033053-S014-008	NA	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1044	PubMLST	3440	GCA_022374975.1	Cronobacter sakazakii	FDA1033053-S025-006	PDT001252478.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1045	PubMLST	3441	GCA_022358515.1	Cronobacter sakazakii	FDA1033053-S021-001	PDT001252490.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1046	PubMLST	3442	GCA_022358455.1	Cronobacter sakazakii	FDA1033053-S025-002	PDT001252476.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1047	PubMLST	3443	NA	Cronobacter sakazakii	2022N-4005	PDT001268185.1; SRS12265753	USA	North America	NA	Clinical	2022	Clinical and Medical Samples
ND_PM1048	PubMLST	3444	NA	Cronobacter sakazakii	2022N-4007	PDT001268184.1; SRS12265752	USA	North America	NA	Clinical	2022	Clinical and Medical Samples
ND_PM1049	PubMLST	3445	GCA_022622755.1	Cronobacter sakazakii	2021EL-1004a	2022EL-1004; PDT001268189.1; SRS12265757	USA	North America	KS	Environmental	2022	Environmental Samples
ND_PM1050	PubMLST	3446	GCA_022622735.1	Cronobacter sakazakii	2021N-4011	PDT001268186.1	USA	North America	NA	Clinical	2021	Clinical and Medical Samples
ND_PM1051	PubMLST	3447	GCA_022605365.1	Cronobacter sakazakii	2021EL-1052a	2021EL-1052; PDT001268187.1; SRS12265755	USA	North America	NA	Powdered infant formula	2021	Food and Food Ingredients
ND_PM1052	PubMLST	3448	GCA_022622775.1	Cronobacter sakazakii	2021EL-1051a	2021EL-1051; PDT001268188.1; SRS12265756	USA	North America	MN	Water	2021	Food and Food Ingredients
ND_PM1053	PubMLST	3449	GCA_022622715.1	Cronobacter sakazakii	2021EL-1053a	2021EL-1053; PDT001268190.1; SRS12265758	USA	North America	MN	Powdered infant formula	2021	Food and Food Ingredients
ND_PM1054	PubMLST	3450	NA	Cronobacter sakazakii	FDA1140503-S022-004	PDT001269735.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1055	PubMLST	3451	NA	Cronobacter sakazakii	FDA1140503-S022-005	PDT001269733.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1056	PubMLST	3452	NA	Cronobacter sakazakii	FDA1140503-S022-003	PDT001269734.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1057	PubMLST	3453	NA	Cronobacter sakazakii	FDA1140503-S022-006	PDT001269736.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1058	PubMLST	3454	NA	Cronobacter sakazakii	FDA1140503-S022-002	PDT001269737.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1059	PubMLST	3455	NA	Cronobacter sakazakii	FDA1140503-S022-001	PDT001269740.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1060	PubMLST	3456	GCA_022607185.1	Cronobacter sakazakii	wls2695	Cs_057	Unknown	Unknown	NA	NA	Unknown	Unknown and Unclassified Sources
ND_PM1061	PubMLST	3457	GCA_022607205.1	Cronobacter sakazakii	wls2699	Cs_058	Unknown	Unknown	NA	NA	Unknown	Unknown and Unclassified Sources
ND_PM1062	PubMLST	3458	GCA_022607225.1	Cronobacter sakazakii	wls2694	Cs_056	Unknown	Unknown	NA	NA	Unknown	Unknown and Unclassified Sources
ND_PM1063	PubMLST	3459	GCA_022607245.1	Cronobacter sakazakii	wls2261	Cs_053; G4084	Singapore	Asia	NA	Food ingredient	Unknown	Food and Food Ingredients
ND_PM1064	PubMLST	3460	GCA_022607295.1	Cronobacter sakazakii	wls2258	Cs_050; G4079	Singapore	Asia	NA	Milk powder	Unknown	Food and Food Ingredients
ND_PM1065	PubMLST	3461	GCA_022607285.1	Cronobacter sakazakii	wls2260	Cs_052; G4082	Argentina	South America	NA	Food ingredient	Unknown	Food and Food Ingredients
ND_PM1066	PubMLST	3462	GCA_022607345.1	Cronobacter sakazakii	wls2693	Cs_055	Unknown	Unknown	NA	NA	Unknown	Unknown and Unclassified Sources
ND_PM1067	PubMLST	3463	GCA_022607365.1	Cronobacter sakazakii	wls2243	Cs_038; G4047	New Zealand	Oceania	NA	Food	Unknown	Food and Food Ingredients
ND_PM1068	PubMLST	3464	GCA_022607395.1	Cronobacter sakazakii	wls2241	Cs_036; G4041	Australia	Oceania	NA	Milk powder	Unknown	Food and Food Ingredients
ND_PM1069	PubMLST	3465	GCA_022607445.1	Cronobacter sakazakii	wls2231	Cs_033; G4023	Germany	Europe	NA	Food	Unknown	Food and Food Ingredients
ND_PM1070	PubMLST	3466	GCA_022607475.1	Cronobacter sakazakii	wls2225	Cs_030; G3976	China	Asia	NA	Food	Unknown	Food and Food Ingredients
ND_PM1071	PubMLST	3467	GCA_022607565.1	Cronobacter sakazakii	wls2222	Cs_028; G3885	Unknown	Unknown	NA	NA	Unknown	Unknown and Unclassified Sources
ND_PM1072	PubMLST	3468	GCA_022607645.1	Cronobacter sakazakii	wls2208	Cs_019	Unknown	Unknown	NA	NA	Unknown	Unknown and Unclassified Sources
ND_PM1073	PubMLST	3469	GCA_022607665.1	Cronobacter sakazakii	wls2207	Cs_018; G2539	USA	North America	NA	Clinical	Unknown	Clinical and Medical Samples
ND_PM1074	PubMLST	3470	GCA_022607685.1	Cronobacter sakazakii	wls2204	Cs_017; G4078	Singapore	Asia	NA	Milk powder	Unknown	Food and Food Ingredients
ND_PM1075	PubMLST	3471	GCA_022607705.1	Cronobacter sakazakii	wls2203	Cs_016; G4066	Unknown	Unknown	NA	Food	Unknown	Food and Food Ingredients
ND_PM1076	PubMLST	3472	GCA_022607725.1	Cronobacter sakazakii	wls2200	Cs_015; G4051	Unknown	Unknown	NA	Food	Unknown	Food and Food Ingredients
ND_PM1077	PubMLST	3473	GCA_022607765.1	Cronobacter sakazakii	wls2195	Cs_013; G4034	Unknown	Unknown	NA	Food	Unknown	Food and Food Ingredients
ND_PM1078	PubMLST	3474	GCA_022607775.1	Cronobacter sakazakii	wls2188	Cs_012; G3989	Unknown	Unknown	NA	Milk powder	Unknown	Food and Food Ingredients
ND_PM1079	PubMLST	3475	GCA_022607805.1	Cronobacter sakazakii	wls2183	Cs_010; G3982	China	Asia	NA	Milk powder	Unknown	Food and Food Ingredients
ND_PM1080	PubMLST	3476	GCA_022607825.1	Cronobacter sakazakii	wls2178	Cs_009; G3946	China	Asia	NA	Milk powder	Unknown	Food and Food Ingredients
ND_PM1081	PubMLST	3477	GCA_022607865.1	Cronobacter sakazakii	wls2176	Cs_008; G3943	China	Asia	NA	Milk powder	Unknown	Food and Food Ingredients
ND_PM1082	PubMLST	3478	GCA_022607885.1	Cronobacter sakazakii	wls2170	Cs_005; G3879	Unknown	Unknown	NA	NA	Unknown	Unknown and Unclassified Sources
ND_PM1083	PubMLST	3479	GCA_022607895.1	Cronobacter sakazakii	wls2160	Cs_004; G2731	Unknown	Unknown	NA	Clinical	Unknown	Clinical and Medical Samples
ND_PM1084	PubMLST	3512	GCA_022632035.1	Cronobacter sakazakii	FDA1140505-S039-006	PDT001271753.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1085	PubMLST	3513	GCA_022632095.1	Cronobacter sakazakii	FDA1140505-S042-008	PDT001271750.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1086	PubMLST	3515	GCA_022632115.1	Cronobacter sakazakii	FDA1140503-S028-008	PDT001271755.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1087	PubMLST	3519	GCA_022631755.1	Cronobacter sakazakii	FDA1140503-S022-007	PDT001271760.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1088	PubMLST	3523	GCA_022631935.1	Cronobacter sakazakii	FDA1140505-S042-005	PDT001271762.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1089	PubMLST	3525	GCA_022631675.1	Cronobacter sakazakii	FDA1140505-S042-001	PDT001271766.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1090	PubMLST	3527	GCA_022648965.1	Cronobacter sakazakii	70402496	PDT001274996.1	Unknown	Unknown	WI	Clinical	2022	Clinical and Medical Samples
ND_PM1091	PubMLST	3529	GCA_022670055.1	Cronobacter sakazakii	FDA1140503-S028-003	PDT001272031.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1092	PubMLST	3534	GCA_022677145.1	Cronobacter sakazakii	220009401	PDT001273744.1	USA	North America	MN	Environmental	2022	Environmental Samples
ND_PM1093	PubMLST	3535	GCA_022677165.1	Cronobacter sakazakii	2021N-4010	PDT001273748.1	USA	North America	NA	Clinical	2022	Clinical and Medical Samples
ND_PM1094	PubMLST	3536	GCA_022675915.1	Cronobacter sakazakii	2022N-4010	PDT001273749.1	USA	North America	NA	Clinical	2022	Clinical and Medical Samples
ND_PM1095	PubMLST	3537	GCA_022676535.1	Cronobacter sakazakii	220009403	M-07-140J-5; PDT001273751.1; SRS12330681	USA	North America	MN	Food	2022	Food and Food Ingredients
ND_PM1096	PubMLST	3538	GCA_022676515.1	Cronobacter sakazakii	220009400	D-07-2942-3; PDT001273752.1; SRS12330678	USA	North America	MN	Food	2007	Food and Food Ingredients
ND_PM1097	PubMLST	3539	GCA_022677665.1	Cronobacter sakazakii	220009402	PDT001273898.1	USA	North America	MN	Food	2022	Food and Food Ingredients
ND_PM1098	PubMLST	3540	GCA_022680005.1	Cronobacter sakazakii	FDA1184729-S001-004	CFSAN121269; PDT001274295.1; SRS12347305	USA	North America	TN	Environmental	2022	Environmental Samples
ND_PM1099	PubMLST	3541	GCA_022680025.1	Cronobacter sakazakii	FDA1140511-S022-008	PDT001274296.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1100	PubMLST	3542	GCA_022679945.1	Cronobacter sakazakii	FDA1184729-S001-001	PDT001274298.1	USA	North America	TN	Environmental	2022	Environmental Samples
ND_PM1101	PubMLST	3543	GCA_022679925.1	Cronobacter sakazakii	FDA1184729-S001-003	CFSAN121268; PDT001274300.1; SRS12347310	USA	North America	TN	Environmental	2022	Environmental Samples
ND_PM1102	PubMLST	3544	GCA_022679625.1	Cronobacter sakazakii	FDA1184729-S001-002	CFSAN121267; PDT001274301.1; SRS12347311	USA	North America	TN	Environmental	2022	Environmental Samples
ND_PM1103	PubMLST	3549	GCA_022679245.1	Cronobacter sakazakii	OSF121342	PDT001274331.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1104	PubMLST	3552	GCA_022679165.1	Cronobacter sakazakii	OSF121333	PDT001274334.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1105	PubMLST	3553	GCA_022679185.1	Cronobacter sakazakii	OSF121336	PDT001274335.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1106	PubMLST	3556	GCA_022679585.1	Cronobacter sakazakii	OSF121328	PDT001274338.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1107	PubMLST	3560	GCA_022679025.1	Cronobacter sakazakii	OSF121339	PDT001274344.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1108	PubMLST	3562	GCA_022679045.1	Cronobacter sakazakii	OSF121347	PDT001274343.1	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1109	PubMLST	3565	GCA_022956895.1	Cronobacter sakazakii	FDA1140511-S022-002	PDT001275799.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1110	PubMLST	3566	GCA_022956995.1	Cronobacter sakazakii	FDA1140511-S022-001	PDT001275795.1	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1111	PubMLST	3567	GCA_022917475.1	Cronobacter sakazakii	FDA1185607-S001-004	CFSAN121557; PDT001278395.1; SRS12451144	USA	North America	TN	Infant formula	2022	Food and Food Ingredients
ND_PM1112	PubMLST	3568	GCA_022880835.1	Cronobacter sakazakii	FDA1186618-S005-001	PDT001280647.1	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1113	PubMLST	3569	GCA_022880615.1	Cronobacter sakazakii	FDA1186619-S001-001	PDT001280652.1	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1114	PubMLST	3570	GCA_022880875.1	Cronobacter sakazakii	FDA1186618-S001-001	PDT001280646.1	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1115	PubMLST	3577	GCA_022997965.1	Cronobacter sakazakii	FDA1186908-S001-001	CFSAN121948; SRS12613999	USA	North America	MO	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1116	PubMLST	3578	GCA_023010325.1	Cronobacter sakazakii	646578A	SRS12623831	USA	North America	MO	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1117	PubMLST	3579	GCA_023102035.1	Cronobacter sakazakii	WVDA_M07713_I2201097	I2201097_3; SRS12508182; WVDA_M07713_I2201097_3	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1118	PubMLST	3580	GCA_023102015.1	Cronobacter sakazakii	WVDA_M07713_I2201097	I2201097_1_RF; SRS12508185; WVDA_M07713_I2201097_1_RF	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1119	PubMLST	3581	GCA_023239145.1	Cronobacter sakazakii	K5-TG1-2	SRS12855832	USA	North America	NA	Cat Food	2022	Food and Food Ingredients
ND_PM1120	PubMLST	3582	GCA_023239165.1	Cronobacter sakazakii	K5-VR1-1	SRS12855837	USA	North America	NA	Cat Food	2022	Food and Food Ingredients
ND_PM1121	PubMLST	3592	GCA_023901335.1	Cronobacter sakazakii	2022N-4019	SRS13578160	USA	North America	USA	Clinical	2022	Clinical and Medical Samples
ND_PM1122	PubMLST	3593	GCA_023805435.1	Cronobacter sakazakii	JXES-28	NA	China	Asia	Wuhan	Infant food	2021	Food and Food Ingredients
ND_PM1123	PubMLST	3594	GCA_023744875.1	Cronobacter sakazakii	FDA1169897-S006-003	CFSAN124371; SRS13408020	USA	North America	IA	Environmental	2022	Environmental Samples
ND_PM1124	PubMLST	3595	GCA_023687285.1	Cronobacter sakazakii	FDA1169897-S006-001	CFSAN124172; SRS13304671	USA	North America	IA	Environmental	2022	Environmental Samples
ND_PM1125	PubMLST	3596	GCA_023903875.1	Cronobacter sakazakii	CFSAN019562	SRS726859	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1126	PubMLST	3597	GCA_023903055.1	Cronobacter sakazakii	CFSAN019563	SRS726860	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1127	PubMLST	3598	GCA_023927265.1	Cronobacter sakazakii	FDA846689 32	CFSAN022614; FDA00008001; SRS722939	USA	North America	TX	environmental	2014	Environmental Samples
ND_PM1128	PubMLST	3599	GCA_023934385.1	Cronobacter sakazakii	FDA846689 55	CFSAN022615; FDA00008002; SRS722936	USA	North America	TX	environmental	2014	Environmental Samples
ND_PM1129	PubMLST	3600	GCA_023915545.1	Cronobacter sakazakii	FDA857333 84	CFSAN022618; FDA00008005; SRS722933	USA	North America	CA	environmental	2022	Environmental Samples
ND_PM1130	PubMLST	3601	GCA_023915665.1	Cronobacter sakazakii	FDA1192164-S095-001	CFSAN124405; SRS13586911	USA	North America	IA	environmental	2022	Environmental Samples
ND_PM1131	PubMLST	3602	GCA_007845795.1	Cronobacter turicensis	Md1sN	NA	USA	North America	NA	Animal	2012	Animal and Biological Sources
ND_PM1132	PubMLST	3603	GCA_007845755.1	Cronobacter sakazakii	Md27gN	NA	USA	North America	NA	Animal	2012	Animal and Biological Sources
ND_PM1133	PubMLST	3604	GCA_002114555.1	Cronobacter sakazakii	Ls15g	NA	USA	North America	NA	Animal	2012	Animal and Biological Sources
ND_PM1134	PubMLST	3605	GCA_024227535.1	Cronobacter sakazakii	W516117	CFSAN125195; SRS13794458	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1135	PubMLST	3606	GCA_024226875.1	Cronobacter sakazakii	W516121	CFSAN125199; SRS13794457	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1136	PubMLST	3607	GCA_024228755.1	Cronobacter sakazakii	W516115	CFSAN125193; SRS13794460	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1137	PubMLST	3608	GCA_024228835.1	Cronobacter sakazakii	W516113	CFSAN125191; SRS13794455	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1138	PubMLST	3609	GCA_024228895.1	Cronobacter sakazakii	W516116	CFSAN125194; SRS13794456	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1139	PubMLST	3610	GCA_024228905.1	Cronobacter sakazakii	W516118	CFSAN125196; SRS13794452	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1140	PubMLST	3611	GCA_024226855.1	Cronobacter sakazakii	W516122	CFSAN125200; SRS13794453	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1141	PubMLST	3612	GCA_024228995.1	Cronobacter sakazakii	W516120	CFSAN125198; SRS13794451	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1142	PubMLST	3613	GCA_024226895.1	Cronobacter sakazakii	W516114	CFSAN125192; SRS13794450	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1143	PubMLST	3614	GCA_024145485.1	Cronobacter sakazakii	2022N-4006	SRS13709040	USA	North America	NA	Clinical	2022	Clinical and Medical Samples
ND_PM1144	PubMLST	3615	GCA_024176145.1	Cronobacter sakazakii	FDA857333 82	CFSAN022617; FDA00008004; SRS722937	USA	North America	CA	Environmental	2022	Environmental Samples
ND_PM1145	PubMLST	3616	GCA_024176085.1	Cronobacter sakazakii	FDA864509 10	CFSAN022619; FDA00008006; SRS722938	USA	North America	WI	Environmental	2022	Environmental Samples
ND_PM1146	PubMLST	3617	GCA_023101995.1	Cronobacter sakazakii	WVDA_I2201097_1_2	I2201097_1_2; SRS12508181	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1147	PubMLST	3618	GCA_023185135.1	Cronobacter sakazakii	WVDA_I2201097_2	I2201097_2; SRS12508179	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1148	PubMLST	3619	GCA_023185275.1	Cronobacter sakazakii	WVDA_I2201097_3_2	I2201097_3_2; SRS12508184	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1149	PubMLST	3620	GCA_023102035.1	Cronobacter sakazakii	WVDA_I2201097_3	I2201097_3; SRS12508182	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1150	PubMLST	3621	GCA_023102015.1	Cronobacter sakazakii	WVDA_I2201097_1_RF	I2201097_1_RF; SRS12508185	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1151	PubMLST	3622	GCA_023102095.1	Cronobacter sakazakii	WVDA_I2201309_2_3	I2201309_2_3; SRS12508187	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1152	PubMLST	3623	GCA_023102055.1	Cronobacter sakazakii	WVDA_I2201304_2_4	I2201304_2_4; SRS12508189	USA	North America	WV	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1153	PubMLST	3624	GCA_022997145.1	Cronobacter sakazakii	FDA1186908-S004-001	CFSAN121951; SRS12614000	USA	North America	MO	Infant formula	2022	Food and Food Ingredients
ND_PM1154	PubMLST	3625	GCA_022997185.1	Cronobacter sakazakii	FDA1186908-S003-001	CFSAN121950; SRS12613994	USA	North America	MO	Infant formula	2022	Food and Food Ingredients
ND_PM1155	PubMLST	3626	GCA_022880755.1	Cronobacter sakazakii	FDA1186618-S006-001	CFSAN121762; SRS12541997	USA	North America	WV	Infant formula	2022	Food and Food Ingredients
ND_PM1156	PubMLST	3627	GCA_022880645.1	Cronobacter sakazakii	FDA1186618-S003-001	CFSAN121759; SRS12541999	USA	North America	WV	Infant formula	2022	Food and Food Ingredients
ND_PM1157	PubMLST	3628	GCA_022880715.1	Cronobacter sakazakii	FDA1186619-S002-001	CFSAN121764; SRS12541998	USA	North America	WV	Infant formula	2022	Food and Food Ingredients
ND_PM1158	PubMLST	3629	GCA_022880735.1	Cronobacter sakazakii	FDA1186618-S004-001	CFSAN121760; SRS12541996	USA	North America	WV	Infant formula	2022	Food and Food Ingredients
ND_PM1159	PubMLST	3630	GCA_022880895.1	Cronobacter sakazakii	FDA1186620-S001-001	CFSAN121765; SRS12541992	USA	North America	WV	Infant formula	2022	Food and Food Ingredients
